id,bom_line_ids/id,bom_line_ids/product_id/id,bom_line_ids/product_qty,bom_line_ids/product_uom_id/id,product_tmpl_id/id,product_uom_id/id,product_qty
init.48627ecd-4c99-4309-890f-0e64bc65914e,init.5ef1815c-c68d-4e57-858c-5696d3364b31,init.12d29b03-08d8-4b7d-b3d3-e15a587fe010,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.cf63a9b7-565e-4f44-9288-e120b4d3d589_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.edea7436-affc-4458-a82e-5a383ec18e56,init.97dcf5b1-bc91-40d1-b2f3-94f07e5aa514,init.f1048661-ffd6-407c-ba6e-a2528d88e85c,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.f378573f-cc58-48ba-9bec-0d249bb459ac_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.a1778672-831d-4314-9469-4a5e7538a7b7,init.5891856b-0069-4fe4-b7f9-1d31b8d4e393,init.7c8ac507-65f5-4b8a-9977-05eb69c38f7b,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.84796f31-9a33-46d9-a9d4-630c97a25fac_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.9d3d7f07-b7bc-458b-b977-a6240cae8aa1,init.18a3ff7b-074e-41ed-8379-df0ed59f12fe,init.f313b82b-7357-482f-9054-7d3fecf50f3b,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.e067ee9b-4f11-4fb2-a656-3c4a455b5176_product_template,init.50d348c0-9290-4339-ad55-9a752ad65b1e,1
init.b4f2f4b3-547b-44e6-bffe-0703c91d3783,init.fce256d5-05a8-49bb-9655-d34000985955,init.6ab11a08-6a17-41c8-a288-b9fe2c7190c8,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.9cbe1fc5-d2a4-44cf-8d88-c3aa3a376bc8_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.9cf1f9df-80a4-4992-a95b-5c794778a46b,init.7343840c-ee97-4b08-8056-223841ef3bf0,init.9e753125-a137-41fb-a21f-a267780703c7,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.81eda018-b190-4e0b-89b6-cf8a814b0ea6_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.aa4f3392-03c1-4f23-95ac-9bb99b0f5d0d,init.d24e277f-c20c-4c47-943b-b32efb5d038e,init.3d9e5576-e9a0-44b1-8d9a-bad42a8ecd45,30,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,init.68b0d0d7-7e03-403d-99a8-795191ced670_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.1ec61a19-cbdd-4203-ac6b-20706218a87b,init.3e9f0263-39e1-4432-9052-b0d6ad1ccca1,init.87b1e052-324a-4767-8c5e-a4fc0671fa54,30,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,init.94b0f7c9-6648-4da5-98d8-61988142eea4_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.ddc938c2-080c-4402-a434-69e10c0f8436,init.82c66c2e-49ee-4432-9769-7591051d7a08,init.7e59d646-41fe-4150-b314-6be7f92ee8af,30,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,init.e516f7e3-4111-41af-b50b-d2c3b5297410_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.defbdb0e-59ca-4ef7-a759-e09d8e0d5df7,init.fc7d07c9-f455-4623-a949-53874b44fe38,init.e04a9e67-e0a0-4857-8802-3c831c82e660,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.60f0c3c0-ae59-4a37-8bda-1e9e5ec94e61_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.120a7dc2-3526-46b6-bea6-e85e6f52aa87,init.83c769ba-f306-48d6-8d5e-8d6793b5b662,init.207b8b09-e0df-41de-9192-51207faea59c,20,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,init.02ca5537-3138-4875-a24e-d3dd55b9abf8_product_template,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,1
init.aee1b68e-edb7-41b2-8582-ed6304cd85ee,init.ef09cf31-4b04-4efd-827f-567fe695346b,init.116da665-06f0-43f4-b589-1958900ebea4,20,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.fb7ddb9d-031b-4b9c-ab7e-b3946c4d9be5_product_template,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,1
init.7000ab58-c542-4ba3-88e9-0769391166cc,init.5f29e516-6b57-4cc5-affd-e0e7fd3755ea,init.5526d9bc-2ebb-41a9-b56c-cda3c38a5aa6,20,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.ef3cf453-1212-45bf-bbd2-b64790f50047_product_template,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,1
init.c5facc3c-cfeb-4a75-909a-7812a8ff3a3a,init.f3ba1cbf-2ed0-4e97-ab2b-656250f2ab21,init.f01b7e47-3096-48cf-b9c0-f35dcea279f1,20,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.14417680-8247-4e62-8ff5-ad098fad508a_product_template,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,1
init.0f9112a0-d8ef-4468-9939-aa5d2f88e934,init.1fb13b3b-dfff-41e9-8789-be2bdf342558,init.86a11379-556a-4b4a-a759-ad2765d20ba0,10,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.b90b8b23-7ffc-41d4-a794-51f59cece2f4_product_template,init.50d348c0-9290-4339-ad55-9a752ad65b1e,1
init.bc6bf86b-a72d-44b9-9858-a246e56ecc29,init.d97fbf4c-8a74-4b0d-8ab6-ce71f9df1be0,init.ef6dffda-f420-4f0e-9f50-cb1d7a0eff00,30,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,init.e388bede-abbd-4b18-9b49-1a6dd745de58_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.03bba6d4-7f13-44cb-b554-7fd57f2f983e,init.c7cbb9dd-4bb1-4240-b9db-86c15e0a5fb4,init.716a4c45-5293-489c-a334-9aa664338bff,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.3d77613f-f1cf-4cb8-8820-00a0cc253f35_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.c731b80f-7a3c-49af-b87a-8ae7d7cd7b4f,init.f6b951cd-72da-4a57-8ff9-7ce293dc8c1a,init.2bbe120f-1865-487c-b5b1-32510e41c5ef,20,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.0c6a3a7f-1541-4126-9c8e-b34cf981202e_product_template,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,1
init.72aae21a-f5ea-4cda-b5f9-bf7890e5036e,init.b4cf93b2-5732-4b89-8011-b348b06a10ff,init.cde73fb7-0edc-4569-825a-1e21278815b5,15,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.cc804924-5c2e-4639-8ebe-a2b047b99bba_product_template,init.2f83d39c-ac95-4b05-915f-5715a8992477,1
init.0865c807-75ef-48c3-a639-6f08120b442b,init.f937c06b-4fad-4eb7-8a8d-234457921eb6,init.1b56c0a9-d772-49ce-b31c-ec20f34c73db,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.bc3ae66e-8e10-4578-a7f7-ff689c05867f_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.4e0eb310-79ef-4b1a-953d-2ba16dff5567,init.1b28845f-81a8-4072-bfd7-3afc623bf01a,init.58f221b9-fb04-45b0-94be-0feece7db5f2,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.3a3f865b-6480-43f3-9536-4265e5a7b359_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.b47f497b-c86a-46f8-a9b5-5f06b518e223,init.8686a76a-277f-423f-b775-f88a4ba0f3ee,init.2faab846-1c28-43aa-9c54-55d4b7c6875b,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.af3f9ca4-37c5-404d-9c9b-b22b0584ed94_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.e3a86454-72df-413f-a691-c050e581a17c,init.40f07e01-9670-4bed-aa8a-e618a2aca8bf,init.a2d6ae6a-68e0-477c-a56d-5158c8d01298,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.82548b8c-8d07-4fe2-93e8-b63ec27dfb86_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.69c3bffc-a833-45b0-8fdb-eba65b3d60e7,init.be8a4776-0fe7-4b5c-91ad-9cf967ca9665,init.04e1ad39-659e-4db3-8210-46c47c76b7f9,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.7d3d44c4-65d0-4223-99d6-fbafa52bfaa4_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.b6ea9a3d-45fe-4fbf-8712-f37aefe333d6,init.b5640ad1-5d53-4ec7-96d4-2499dfd0f759,init.cec2333d-1ab9-4597-a580-e9612c331c93,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.8dc9fcdc-b295-4c2f-ad4a-cc7328612cb9_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.538505b0-7d46-47b3-be8d-38c41876b94b,init.c5a957cd-b1b9-4ea0-81f6-95e2ae4eecf3,init.b55ce1d3-f967-4c73-b4f0-b75720d5dc61,10,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.3cab46c2-40ba-4019-900e-4b2e527295e0_product_template,init.50d348c0-9290-4339-ad55-9a752ad65b1e,1
init.09e130c6-f70c-4daa-b50e-96eee464e109,init.a1e5ba58-bc81-433f-ab72-e89a54848b65,init.1abd00f4-ee9d-44e8-9fa0-7ce26f743cf3,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.5f46cf92-69d7-44f6-8cfa-09136345b2ac_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.7620a314-807d-40e1-b196-59faca1204e6,init.e1d6399f-3c31-4bf6-895c-91bb42350ec9,init.e3d03154-64c1-427b-801a-4b36e6663210,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.f6e95bdf-4d2a-4f98-a0f6-2290622867cf_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.df40d1b2-a0f9-4a3f-9025-3d55829f0a8f,init.7cb3e82e-0fd4-4f57-8a04-ad397e27949d,init.68988e01-7af3-4642-a933-db05402c22dc,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.9eb46be1-ee3d-4e41-b548-5b953362e2e5_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.f7209bfc-c77f-49f5-80aa-b79a17f95585,init.394dae08-8516-4389-8175-0d6cfc098ad4,init.d01f3ddd-6165-4b1f-8e0e-6b7707207f73,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.3e54ff66-0f92-464d-a483-59106d92e3be_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.befc2d8d-c41d-4431-a697-cdb80e9711d5,init.2519504b-47ac-47e1-9f7d-d4fc2527d351,init.227274a1-c074-493b-a5c3-52b4765b1741,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.21d34038-3aae-4f35-9898-5e351c9299f2_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.9e82a1bd-b60f-485a-ad49-cd157d8d1890,init.e9f37ec4-78e1-4da7-bad9-fe98465b8574,init.92ac1a12-b1a2-499d-a20d-f3b5b26688ca,20,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.4b6a0eea-3793-4d51-85f3-37c3e3fa3264_product_template,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,1
init.3119cf3d-aa4d-4122-aef3-74df2e0dba84,init.8da751dd-a06f-4a3d-8177-45c059610289,init.506fb05b-7adb-44b1-8868-84033151eab9,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.75921f20-4011-4043-85af-b240b12eb30c_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.49047167-c82e-45cf-a357-207da2f38c38,init.b1059296-b94c-4ce6-9843-2ad5f6548b47,init.112df736-9904-4e98-ab8c-4341b80dae2f,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.676780ae-f43a-4da8-9afb-e43db7830e59_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.e4e59ec4-e1a3-427f-8f55-6d0068efa329,init.664b268b-3457-40d6-a6d7-053f90365495,init.03b8eb0e-3c4d-4b58-8263-c9b806093374,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.06b92e28-5c2e-494b-af58-29bc5077cae6_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.13b600b8-0b6b-4ebd-b2ef-3c9c1946eb98,init.e0e63d45-0fd0-4fd6-b586-618d92036f07,init.4981e67f-8350-4196-8113-41a0f2f6bbed,2,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.9d3a279a-6ac4-4185-b5d1-ccd640e0e384_product_template,init.e047c792-e62d-4402-8cad-756a02d140cd,1
init.9ed1c25b-1e06-4ae5-84c6-8b0aefb2a141,init.ff3a6c33-0083-4a85-b8c6-ffed9eebccd0,init.9ed38c81-7a2f-4f84-a95b-83563096433b,20,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.ebd00b5b-25ca-47b1-9f0f-430a02774076_product_template,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,1
init.486c2c35-37c8-437e-9a35-915f106e24e9,init.8549946b-8e17-48b5-81ba-893ac97dd24d,init.69e9adc1-6c7f-4658-9ece-4d248d9b510f,20,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.402f3ad8-4bed-4e5b-8ae9-441bfbe18ff9_product_template,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,1
init.035abff2-bd1a-4036-ba1a-ec92159020dc,init.f67dccfb-88ce-4833-9cf9-703ce504b13e,init.9209caa6-380d-4bd5-b167-481ba7330a8a,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.5cf41c92-7ffd-46c9-bb9a-1ffe35127fac_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.e27864d2-acf3-4bb7-acb0-264d3c33f3f5,init.9caa0ea9-4ae2-430f-8050-880f920eb3bf,init.2bfbe5a0-8967-4b78-84fa-2baca80f9df9,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.5f29e39a-ba67-4a8a-881d-21f0ebf762cb_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.c952a16b-c31a-4c2a-9304-5d73c1a456b3,init.d431e863-1da8-4a85-b934-56e13c0f089a,init.a1a25e47-25aa-43f6-a7a5-2ac200321241,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.df0139c4-ae5d-48a6-aa94-2495e6653834_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.bcbe0669-cb95-4747-8c8c-e863f7549dac,init.556ba0ad-471d-4c47-821c-23c96bfebcf2,init.1e267a7b-229d-4e5f-b5dc-ed68f62593a7,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.0c238662-60f9-48ba-8bc4-218067839210_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.ca85145a-e437-4da8-be37-2e3b66442978,init.404966f7-ec81-4f84-8ddb-b168d288c4b5,init.36788e5a-0f7d-49d1-a006-6b4c5b31a1cd,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.174254a5-014d-45fb-8f99-204ba798347e_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.cb648c73-3212-4b85-bfe9-6d234e68e940,init.c8643a37-e497-4d6a-94c1-b815ee650b8b,init.ac7c3336-1d9e-4d9d-86b1-7b266e3f7346,10,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.cffce174-7730-4518-ab8c-ee3cf47c7951_product_template,init.50d348c0-9290-4339-ad55-9a752ad65b1e,1
init.fdc9d39a-60ce-42b7-8a44-c3db7c1efd59,init.665d3913-eeec-4bd0-af7a-1dec6a29320e,init.04437088-e26e-4a06-8b02-fe27a75c9879,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.0e25fe0f-0797-4720-8d70-fe657432b2b2_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.a04e1a4b-e8df-4fc5-bd85-8dd54c1a87fa,init.5ec4db42-4974-4584-94c5-6910bb9c1c8b,init.8e603b9e-c692-45a7-9cb0-7bb5cf40a6dd,20,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.cd83e9cb-9e39-4e03-b940-4d77a8bec359_product_template,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,1
init.b45faa51-b68b-406c-b8ba-51d2b10d0a79,init.7b4f75fe-cf01-43a7-a421-7e1a1ab58887,init.f181314e-877e-49e0-82b3-7ca805207ab4,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.4c5b81b3-1a33-49bc-a2da-847fe54ae887_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.5b97ca16-47ca-42d9-8c45-8fb1c3111afe,init.587da305-a63a-41f6-bc9a-bbea404b25a7,init.ba045660-3724-4d35-9f27-68dca78cded3,10,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.a980a921-8d5d-4ab6-be31-a79b061333a2_product_template,init.50d348c0-9290-4339-ad55-9a752ad65b1e,1
init.3cee5491-3ad6-4ade-ab53-8cb89ca7a1e9,init.d92247cf-e69b-4cbb-9da8-6561cdc0733b,init.0ab70b1e-0cf5-415d-91c1-65c108071504,10,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.100d00db-d55b-4b26-b505-e18494ed5dff_product_template,init.50d348c0-9290-4339-ad55-9a752ad65b1e,1
init.8f990e62-3666-48d4-8331-e86e306c3079,init.933718fc-4cd4-4fe9-ae13-6806c61ce35e,init.0af21c60-865f-4af1-94ab-04038042943d,20,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.22b1fcb8-5a4c-41c1-9767-848f53d28309_product_template,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,1
init.370f36a6-9a7d-4d3c-8f74-d721a6a57e37,init.ca696441-d7c0-455f-87f3-7c1eb109c699,init.69426239-dc59-4b3c-a3e5-66615c8a1488,20,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.72f5351c-0653-411b-b5a3-5a0e6cbb1ec1_product_template,init.c509eecb-1566-4cd0-8a5e-524c95be94ec,1
init.ed06b3ac-48b7-4388-bcdb-368ae7c3f831,init.b63611d1-35f7-4da5-92a6-63b0bae87e70,init.4e2c17a1-74b6-4a28-967f-1c496ace769f,30,init.c2ba3844-98b7-4d3c-b98f-4adfc46658ee,init.f6430b8a-8cdf-4eae-a219-feeafc19757d_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.d6957b9e-c2aa-4e77-b0f1-fb7116008b36,init.70940fd3-236e-47fc-9a18-dd88ce08df7c,init.345ea091-33c8-4920-a961-9da98a50ff94,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.d74151ee-046e-44f5-8f91-f68a8bf57441_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.b68128b4-4933-4f71-ac46-b5ef4688ee1d,init.7f1e640f-2ca9-4619-bce9-bfcbed73a21a,init.009b3966-ec2f-4adb-a1c4-6c4f82de4d84,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.72b81460-dc40-4996-8265-29726a7ca3e3_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.0a8e284a-6deb-4d7f-9902-1e10789f82d5,init.c133cc08-45eb-4397-b5f7-a2daca9d5f08,init.d7d98754-eef4-496c-847d-b21f99be38af,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.2579ac31-960d-4bc3-83d2-14e160bebddc_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.143bcaec-e624-40af-ac72-0e6e7c28bd76,init.752ad1eb-1849-48d0-800b-22f46970f2a7,init.636d4ba8-0ede-4ef6-8709-2db27ff4d424,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.49f6b8b6-7a5a-440f-8e0f-3680fa25813a_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.07ed4197-b18c-42c7-8120-97e53772b0d9,init.0d0722cb-505d-456f-a409-cbaac3cf1300,init.deb9fe81-4c6f-434c-af63-75d1370404d4,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.b3c17af9-ac75-4272-b76d-d505aaa6269d_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.4a5b969c-56f0-4d44-8b99-f69a719aad81,init.32978dfb-1ab8-497a-a15a-8fc336e97b3c,init.af1c555b-f08a-47ff-baa8-a497e4ad9579,30,init.6fbbb779-94ca-4d83-8e02-8a559627b9fb,init.03dd0b89-81ad-4a71-abf8-776279eed4bc_product_template,init.4fc93bbe-bb54-4e20-ae5f-a5cec41de5fa,1
init.4eb41750-27fe-4740-b4d0-20129ec5567a,init.ad831fd2-4a39-4bc2-9a7b-da138a5e592c,init.b9f60c99-449c-4941-8064-1e3121684340,25,init.e7445030-1136-41e3-8745-72ac9b03a2df,init.10ec204a-d16c-48d1-813b-8eb7d9834061_product_template,init.6eaf22c5-60e2-4e10-bcd3-cbe875bb5a1f,3